label,original_price,reduced_price,product_link,product_details,technical_data
Bett Almara,,"3.874,17 €",https://www.grueneerde.com/de/produkte/schlafen/betten/bett-almara-/ge-p-30828.html,"Produktdetails Schwebende Bequemlichkeit Die beiden nach innen versetzten, kaum sichtbaren, kufenförmigen Fußgestelle und das abgerundete Profil des Bettrahmens verleihen Almara eine abgehobene, schwebende Anmutung. Es ist unser bequemstes Bett. Das liegt auch an den großzügen Polsterbetthäuptern, die so komfortabel gefertigt sind wie unsere Sofas und Matratzen: kleiner betriebsinterner Know-how- Transfer. Diese opulenten, 11 cm dicken Betthäupter bestehen aus mit Jutegurten bespannten Holzrahmen, die in unserer Werkstätte großzügig mit Kokoslatex, Naturlatex und Schurwoll-vlies gepolstert werden. Die Polsterbetthäupter lehnen lose an einem mit dem Bettkorpus fest verbundenen Holzbügel, lassen sich daher (einzeln) hochkant stellen – für noch mehr Komfort beim Lesen oder Frühstücken im Bett. Die „Gefahr“ dabei: Man kommt tagelang nicht aus dem nestartige Geborgenheit schenkenden Bett heraus ... Für den Betthauptbezug kann unter 20 NATURTEXTIL BEST-zertifizierten Möbelstoffen aus Schafschurwolle gewählt werden. Der Bezug ist mit Steinnussknöpfen verschlossen, kann abgenommen und gewechselt werden. Der Bettkorpus entsteht aus Massivholz aus nachhaltig bewirtschafteten Wäldern. Er ist handwerklich erstklassig verarbeitet, mit wieder lösbaren, metallfreien Gratdübel-Steckverbindungen beim Bettrahmen, fix verleimten Schlitz-und-Zapfenverbindungen bei den Fußgestellen und beim Betthauptbügel. Die Holzoberfläche wird von Hand mit Naturöl eingelassen. PS: Ein besonderes funktionales Detail ist der optionale Bettkasten, der unter Almara passgenau Platz findet. Das schöne Stück lässt sich bequem herausziehen, der Deckel schützt den Inhalt vor Staub. Bitte beachten: Bei Bettbreite 160 cm ist der Bettkasten nicht kompatibel. Preise inkl. Aufstellservice, ohne Lattenrost, Matratze und Zubehör. Andere Größen auf Anfrage.","{'Maße': {'Doppelbettgröße': '180 x 200 cm', 'Länge in cm': '222.0', 'Breite in cm': '186.0', 'Höhe in cm': '98.1', 'lichte Höhe in cm': '20.5', 'Oberkante Seitenwange in cm': '38.5'}, 'N/A': {}, 'Design': {'Holzart': 'N/A', 'Stofffarbe': 'Wollstoff Tano Natur (79)', 'Stoffart': 'Wollstoff Tano', 'Kopfhauptart': 'mit Polsterbetthaupt', 'Designer': 'Johannes Scherr'}, 'Spezifikation': {'Holztyp': 'Massivholz', 'Holzmechanik': 'Gratdübel-Verbindung', 'N/A': 'fixverleimte Dübelverbindung'}}"
Bett Lorea mit Polsterbetthaupt,,"3.290,83 €",https://www.grueneerde.com/de/produkte/schlafen/betten/bett-lorea-mit-polsterbetthaupt/ge-p-35148.html,"Produktdetails Abnehmbare Polsterungen Prägendes Merkmal dieses Bettes ist unverkennbar seine Polsterung. Am Betthaupt ist sie 5 cm dick, umgibt einen Rahmen aus stabilen Holzleisten und besteht aus weichem Kokoslatex, Naturlatex und Schurwollvlies, bezogen mit Baumwollstoff. Darüber kommt ein abnehm- und austauschbarer Überzug aus Schurwolle (verschiedene Farben stehen zur Auswahl). Diese Polsterung ist samt Überzug am Bettrahmen befestigt und mit wenigen Handgriffen abnehm- sowie austauschbar. Auch die Polsterungen des Bettrahmens aus Schurwollfilz kommen ohne Metallklammern aus, was bei Polstermöbeln wohl einzigartig sein dürfte. Die Polsterungen sind nicht angetackert, sondern feinsinnig mit dünnen Holzleisten – von außen unsichtbar – in Nuten auf der Innenseite des Bettrahmens geklemmt. Sowohl die Polsterung des Betthauptes als auch jene des Rahmens können von uns erneuert werden, auch Jahre nach dem Kauf. Sei es aufgrund einer Beschädigung, Verschmutzung oder einfach, weil Sie sich eine andere Stofffarbe wünschen. Saubere Tischlerarbeit Unsere Tischler fertigen Lorea aus mitteleuropäischem Massivholz. Die Einzelteile – auch das stabile, zum bequemen Anlehnen einladende Betthaupt – sind über passgenaue, wieder lösbare, metallfreie Holzsteckverbindungen zusammengefügt. So lässt sich Lorea ohne Qualitäts- und Funktionsverlust wiederholt zerlegen und wieder zusammenbauen. Die sichtbaren Holzoberflächen werden mit natürlichem, duftendem Pflegeöl behandelt. Die nicht sichtbaren, unter der Polsterung ""versteckten"", Konstruktionsteile sind immer aus Buche. Preis, inkl. Aufstellservice, ohne Lattenrost, Matratze und Zubehör.","{'Maße': {'Länge in cm': '226.5', 'Breite in cm': '189.4', 'Höhe in cm': '108.3', 'lichte Höhe in cm': '22.5', 'Oberkante Seitenwange in cm': '39.5'}, 'N/A': {}, 'Design': {'Holzart': 'N/A', 'Stofffarbe': 'Wollstoff Tano Natur (79)', 'Stoffart': 'Wollstoff Tano', 'Kopfhauptart': 'mit Polsterbetthaupt', 'Designer': 'N/A'}, 'Spezifikation': {'Holztyp': 'Massivholz', 'Holzmechanik': 'unsichtbare Dübel-Laschen Verbindung', 'N/A': 'Schlitz- und Zapfenverbindung'}}"
Bett Almeno,,"940,83 €",https://www.grueneerde.com/de/produkte/schlafen/betten/bett-almeno/ge-p-30224.html,"Produktdetails So einfach wie möglich, aber nicht einfacher Almeno ist preisgünstig und erfüllt gleichzeitig hohe Ansprüche an Qualität, Design und Funktionalität. Die Grundidee des Bettes zeigt sich an der Reduktion auf das Wesentliche: kein Zentimeter Holz zu wenig, kein Gramm zu viel. Wir fertigen Almeno in verschiedenen Holzarten – immer aber aus Massivholz aus Europa. Passgenaue, bei Bedarf wieder lösbare, metallfreie Holzsteckverbindungen: Das Bett lässt sich ohne Qualitäts- und Funktionsverlust wiederholt zerlegen. Die Oberfläche ist von Hand mit natürlichem, duftendem, lösemittelfreiem Pflegeöl eingelassen. Für das optionale textile Betthaupt können Sie aus verschiedenen NATURTEXTIL BEST-zertifizierten Möbelstoffen aus 100 % Schurwolle wählen. Preis, inkl. Aufstellservice, ohne Lattenrost, Matratze und Zubehör.","{'Maße': {'Doppelbettgröße': '180 x 200 cm', 'Länge in cm': '204.8', 'Breite in cm': '185.2', 'Höhe in cm': '39.2', 'lichte Höhe in cm': '23.5', 'Lattenrostauflagehöhe in cm': '26.5', 'Oberkante Seitenwange in cm': '39.0'}, 'N/A': {}, 'Design': {'Holzart': 'N/A', 'Kopfhauptart': 'ohne Betthaupt', 'Designer': 'Johannes Scherr', 'Möbel-Serie': 'Almeno'}, 'Spezifikation': {'Holztyp': 'Massivholz', 'Holzmechanik': 'Sichtbare Dübel-Laschenverbindung', 'N/A': 'fixverleimte Dübelverbindung'}}"
Bett Abea ohne Betthaupt,,"1.874,17 €",https://www.grueneerde.com/de/produkte/schlafen/betten/bett-abea-ohne-betthaupt/ge-p-31232.html,"Produktdetails Alle Ecken und Kanten des Bettes sind sanft verrundet und machen Abea zu einem wahren „Handschmeichler“. Die jeweils aus einem einzigen Stück Holz aufwendig gefrästen vorderen Bettfüße scheinen mit den Seitenwangen und dem Fußteil buchstäblich verschmolzen, wie aus einem „Guss“. Die Füße sind nach unten ein wenig angeschrägt, sodass sie sich optisch leicht nach außen neigen. Das hochbeinige, zugleich sehr standfeste Bett ist deutlich vom Boden abgehoben (lichte Höhe: 22 cm). Der mit 18 cm sehr hohe Bettrahmen bildet einen reizvollen Kontrast zu den filigranen Bettfüßen, und umschließt auch hohe Matratzen kompakt und sicher. Mit Grüne Erde-Matratzen wird – abhängig von deren konkreter Höhe – im Bett eine Liegehöhe von bis zu 61 cm erreicht. Abea ist aus europäischem Massivholz aufwendig und detailgenau gefertigt. Alle Holzverbindungen sind solide verleimt oder passgenau gesteckt (wieder lösbar) und – wie immer bei Grüne Erde – ohne Metall- oder Kunststoffteile ausgeführt. Die Oberfläche wird von Hand mit duftendem Naturöl eingelassen. Preis, inkl. Aufstellservice, ohne Lattenrost, Matratze und Zubehör.","{'Maße': {'Doppelbettgröße': '180 x 200 cm', 'Länge in cm': '207.8', 'Breite in cm': '187.8', 'Höhe in cm': '40.4', 'lichte Höhe in cm': '22.0', 'Oberkante Seitenwange in cm': '40.0'}, 'N/A': {}, 'Design': {'Holzart': 'N/A', 'Kopfhauptart': 'ohne Betthaupt', 'Designer': 'N/A'}, 'Spezifikation': {'Holztyp': 'Massivholz', 'Holzmechanik': 'fixverleimte Dübelverbindung', 'N/A': 'unsichtbare Dübel-Laschen Verbindung'}}"
"Matratze Himmlische Wolke Premium, GOTS - „überirdisch gut schlafen“",,"1.665,83 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-himmlische-wolke-premium-gots-ueberirdisch-gut-schlafen/ge-p-50670.html,"Produktdetails Höchste Bequemlichkeit - auf 7 Komfortzonen Mit einer Liegehöhe von 25 cm und 7 Komfortzonen vermittelt diese aufwendig gefertigte Naturfasermatratze ein hervorragendes Liegegefühl! Die auf die einzelnen Körperregionen abgestimmten Zonen wirken druckentlastend und sind unterschiedlich elastisch: weicher im Schulterbereich, fester und kompakter im Beckenbereich, gut stützend im Lendenbereich. Durchdachter Matratzenaufbau und optimierte Belüftung Der sogfältig durchdachte Matratzenaufbau mit 11 in einen kompakten Naturlatexrahmen eingebetteten Schichten aus warmer Schurwolle, saugfähiger Baumwolle, robustem Leinen und anpassungsfähigem Naturlatex garantiert höchsten Komfort sowie einen hervorragenden Wärme- und Feuchtigkeitsausgleich. Dieser wird zusätzlich gefördert durch Lüftungskanäle und -kammern im Inneren der Matratze und ein in die Längsseiten des Bezuges eingearbeitetes, luftdurchlässiges Klimaband. Bei Bewegungen des Körpers wird – wie bei einer Ziehharmonika – Luft angesaugt bzw. hinausgepresst. Dadurch verdunstet die Feuchtigkeit schneller und die Matratze bleibt stets angenehm-trocken. Zwischen den Vliesen eingestreute Lavendelblüten duften angenehm frisch und zart-würzig. Sie begünstigen guten Schlaf. Hochwertiger Bezug Der fein gewebte, hochwertige Bezug aus Baumwoll-Satin wird in unserer Matratzenwerkstätte im oberösterreichischem Almtal mit einer sorgfältig angefertigten Handnaht verschlossen. Die Himmlische Wolke Premium ist in drei Festigkeiten erhältlich: weich, mittel und fest. Bezug: Baumwolle kbA aus Indien. Füllung: Baumwolle kbA aus Tadschikistan und Kirgistan, Kokoslatex aus Indien, Naturlatex aus Malaysia und Indien, Presskokos aus Sri Lanka, Schurwolle kbT aus England, Leinen kbA aus Frankreich, Lavendelblüten kbA aus Frankreich. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '25 cm', 'Steghöhe': '22 cm', 'Gewicht in kg': '37.0', 'Festigkeit': 'mittel', 'Komfortzonen': '7', 'Belüftungssystem': 'ja'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'nein', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'mittel', 'Liegeposition': 'Rücken/Bauch/Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'ja', 'Naturlatexmatratze': 'nein'}, 'Zertifizierung': {'Zertifikat': 'GOTS', 'N/A': 'QUL-zertifiziert'}, 'Besonderheiten': {'Kühle-/warme Seite': 'ja', 'Duft': 'Lavendel', 'Abnehmbarer Bezug': 'nein'}}"
"Matratze Himmlische Wolke Klassik, GOTS - „perfektes Schlafklima & höchster Komfort""",,"1.165,83 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-himmlische-wolke-klassik-gots-perfektes-schlafklima-und-hoechster-komfort/ge-p-50643.html,"Produktdetails Angenehmes Schlafgefühl – auf 7 Komfortzonen Die Himmlische Wolke Klassik steht für ein gutes Schlafklima und hohen Komfort. Die saugfähigen, luftdurchlässigen und anpassungsfähigen Schichten aus reinen Naturfasern – insgesamt 19 cm hoch – sind in einen kompakten Naturlatexrahmen eingebettet und mit vielen Steppbändern durchzogen. Dadurch entsteht ein idealer Halt in der Matratze. Die unterschiedlich elastischen Zonen – für Kopf, Schulter, Lende, Becken, Beine, Füße – garantieren in allen Liegepositionen eine ideale Anpassung an die einzelnen Körperpartien. Klimaband für bessere Durchlüftung Der strapazierfähige Bezug aus Baumwoll-Jacquard ist robust, langlebig und atmungsaktiv. Das an den Längsseiten der Matratze in den Bezug eingearbeitete Klimaband aus luftdurchlässigem Baumwollgewebe begünstigt die Luftzirkulation und damit ein angenehm trockenes Schlafklima. Strapazierfähiger Bezug Der strapazierfähige, langlebige und atmungsaktive Bezug aus Baumwoll-Jacquard wird in unserer Matratzenwerkstätte im oberösterreichischem Almtal mit einer sorgfältig angefertigten Handnaht verschlossen. Die Himmlische Wolke Klassik ist in drei Festigkeiten erhältlich: weich, mittel und fest. Bezug: Baumwolle kbA aus Indien. Füllung: Kokoslatex aus Indien, Naturlatex aus Malaysia und Indien, Presskokos aus Sri Lanka, Schurwolle kbT aus England, Baumwolle kbA aus Tadschikistan, Lavendelblüten aus Frankreich. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '19 cm', 'Steghöhe': '17 cm', 'Gewicht in kg': '27.0', 'Festigkeit': 'mittel', 'Komfortzonen': '7', 'Belüftungssystem': 'nein'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'nein', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'mittel', 'Liegeposition': 'Rücken/Bauch/Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'ja', 'Naturlatexmatratze': 'nein'}, 'Zertifizierung': {'Zertifikat': 'Ergonomisch geprüft', 'N/A': 'QUL-zertifiziert'}, 'Besonderheiten': {'Kühle-/warme Seite': 'ja', 'Duft': 'Lavendel', 'Abnehmbarer Bezug': 'nein'}}"
"Matratze Wolke von Eden Premium, GOTS",,"1.665,83 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-wolke-von-eden-premium-gots/ge-p-50781.html,"Produktdetails Hoher Liegekomfort – auf 7 Komfortzonen Bei einer Liegehöhe von 25 cm hat unser beliebtestes Matratzenmodell, die Wolke von Eden Premium, einen bis ins letzte Detail durchdachten Aufbau: Punktelastische Naturlatexkerne werden mit flächenelastischen Kokoslatexkernen kombiniert. Dies sorgt bei aller ""Weichheit"" für eine angenehme Stütze im Lendenwirbelbereich, sowie für die bei Matratzen mit dieser Höhe erforderliche Stabilität. Die 7 unterschiedlich elastischen Komfortzonen der Matratze passen sich den einzelnen Körperpartien in allen Schlafpositionen punktgenau an, sorgen damit für eine gute Druckentlastung des Körpers und hohen Liegekomfort. Diese Matratze fertigen wir ausschließlich aus pflanzlichen Fasern, weshalb sie (auch) für vegan lebende Menschen empfohlen werden kann. Hervorragendes Schlafklima Die Matratze vermittelt dank saugfähiger Auflagen aus Hanf und Nesselfaser ein hervorragendes Schlafklima. Dazu tragen auch die Lüftungskanäle in den Naturlatexschichten bei, ebenso wie das in die Längsseiten des Bezuges eingearbeitete, luftdurchlässige ""Klimaband"": Bei Bewegungen des Körpers wird – wie bei einer Ziehharmonika – Luft angesaugt bzw. hinausgepresst. Dadurch verdunstet die Feuchtigkeit schneller und die Matratze bleibt stets angenehm trocken. Elastischer Matratzenbezug, Winter- und Sommerseite Der Matratzenbezug ist aus Baumwoll-Doppelstrickstoff genäht. Durch dessen Flexibilität bleibt die Punktelastizität der Matratze gewahrt und wird gut auf den Körper übertragen. Der Bezug ist auf der ""Winterseite"" der Wolke von Eden Premium mit warmem Baumwoll-Hanf-Vlies, auf der ""Sommerseite"" mit kühlerem Baumwoll-Nesselfaser-Vlies versteppt – zum Wenden der Matratze je nach Jahreszeit bzw. persönlichem Wärmebedürfnis. Die Wolke von Eden Premium ist in drei Festigkeiten erhältlich: weich, mittel, fest. Bezug: Doppelstrickstoff: Baumwolle kbA aus Indien/Afrika, verstepptes Baumwoll-Hanf-Vlies: Baumwolle kbA aus Tadschikistan/Kirgistan, Hanf kbA aus Deutschland, verstepptes Baumwoll-Nesselfaser-Vlies: Baumwolle kbA aus Tadschikistan/Kirgistan, Nesselfaser aus Deutschland, Klimaband (Halb-Panama): Baumwolle kbA aus Indien/Tadschikistan/Kirgistan. Füllung: Naturlatex aus Indien/Malaysia, Kokoslatex aus Indien. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '25 cm', 'Steghöhe': '23 cm', 'Gewicht in kg': '36.0', 'Festigkeit': 'mittel', 'Komfortzonen': '7', 'Belüftungssystem': 'ja'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'ja', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'mittel', 'Liegeposition': 'Rücken/Bauch/Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'nein', 'Naturlatexmatratze': 'ja'}, 'Zertifizierung': {'Zertifikat': 'QUL-zertifiziert', 'N/A': 'GOTS ""organic""'}, 'Besonderheiten': {'Kühle-/warme Seite': 'ja', 'Abnehmbarer Bezug': 'nein'}}"
"Matratze Paradiesische Wolke Premium, GOTS – „für höchste Ansprüche an Schlafkomfort""",,"2.040,83 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-paradiesische-wolke-premium-gots-fuer-hoechste-ansprueche-an-schlafkomfort/ge-p-50291.html,"Produktdetails Schlafen wie im Paradies – auf 7 Komfortzonen Bei einer Liegehöhe von 28 cm ist die Paradiesische Wolke Premium in Bezug auf das Material unsere wertvollste und hinsichtlich der Fertigung aufwendigste Matratze: Sie besteht aus 13 Schichten Naturmaterialien, 7 Komfortzonen und mehr als 60 Einzelteilen, die alle eine wichtige Funktion erfüllen. Wir empfehlen diese Matratze aufgrund ihrer außergewöhnlichen Eigenschaften vor allem jenen Menschen, die druckempfindlich sind und gerne in die Matratze „einsinken“, sich gleichzeitig eine gute, stabile, aber sanfte Stütze wünschen. Handwerklich aufwendig gefertigt Um ein solch paradiesisches Schlafgefühl zu ermöglichen, haben wir reichlich weich-elastischen, sehr anpassungsfähigen Naturlatex verarbeitet. Die kuscheligen und sehr hochwertigen Alpaka-, Schurwoll- und Leinenvliese aus Österreich und Deutschland garantieren eine optimale Wärme- und Feuchtigkeitsregulierung, somit ein stets trocken-warmes, behagliches Schlafklima. Eine Matratze, die atmet: Luftaustausch durch Lüftungskanäle im Latex und ein in die Schmalseiten eingearbeitetes luftdurchlässiges Klimaband. Die Matratze atmet durch jede Bewegung des Körpers. Edler Bezug Der strapazierfähige, besonders fein gewebte, hochwertige Bezug aus Bio-Baumwolle und europäischem Leinen (75 % Baumwolle, 25 % Leinen) wird in unserer Matratzenwerkstätte im oberösterreichischem Almtal mit einer sorgfältig angefertigten Handnaht verschlossen. Die Paradiesische Wolke Premium ist in drei Festigkeiten erhältlich: weich, mittel und fest. Bezug: Baumwolle kbA aus der Türkei, Leinen kbA aus Frankreich und Belgien. Füllung: Alpakawolle aus Österreich und Deutschland, Kokoslatex aus Indien, Naturlatex aus Malaysia und Indien, Schurwolle kbT aus England, Leinen kbA aus Deutschland und Frankreich, Lavendel kbA aus Frankreich. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '28 cm', 'Steghöhe': '27 cm', 'Gewicht in kg': '41.0', 'Festigkeit': 'mittel', 'Komfortzonen': '7', 'Belüftungssystem': 'ja'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'nein', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'hoch', 'Liegeposition': 'Rücken/Bauch/Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'ja', 'Naturlatexmatratze': 'nein'}, 'Zertifizierung': {'Zertifikat': 'Ergonomisch geprüft', 'N/A': 'QUL-zertifiziert'}, 'Besonderheiten': {'Kühle-/warme Seite': 'ja', 'Duft': 'Lavendel', 'Abnehmbarer Bezug': 'nein'}}"
"Matratze Rona's Wolke (7-Zonen), GOTS",,"832,50 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-ronas-wolke-7-zonen-gots/ge-p-59370.html,"Produktdetails Punktelastisches Liegegefühl – auf 7 Komfortzonen Die Naturlatexmatratze Rona´s Wolke war vor vielen Jahren unsere erste ausschließlich aus Naturlatex gefertigte Matratze. Wir haben sie für jene Kunden entwickelt, die ein punktelastisches, druckentlastetes Liegegefühl bevorzugen. Mit ihren 7 unterschiedlich elastischen Komfortzonen passt sich die 16 cm hohe Rona‘s Wolke in allen Liegepositionen den einzelnen Körperpartien gut an und gewährleistet damit hohen Schlafkomfort. Kanälchen im Naturlatex und Klimaband für gute Belüftung Kanälchen im Naturlatex sorgen für die gute Belüftung und damit für ein trocken-warmes Schlafklima. Gefördert wird dies auch durch ein an den Schmalseiten der Matratze in den Bezug eingearbeitetes „Klimaband“ aus Baumwoll-Panama, welches eine optimale Luftzirkulation in der Matratze bei jeder Bewegung im Schlaf ermöglicht. Zusätzlich sorgt ein Baumwollvlies zwischen Latexkern und Bezug für ein angenehm-trockenes und kühles Schlafklima. Bei einem höheren Wärmebedürfnis empfehlen wir in Kombination mit dieser Matratze eines unserer wärmenden Unterbetten – wie zum Beispiel mit hochwertiger Schafschurwolle oder einer wertvollen Hanf-Baumwoll-Mischung. Elastischer Matratzenbezug Der elastische und saugfähige Bezug aus Baumwoll-Doppelstrickstoff ist wellenförmig abgesteppt. Im Schulterbereich sind die Nähte weniger eng angesiedelt als im Lendenbereich, um die unterschiedlichen Zonen in ihrer Elastizität zu unterstützen. Die Rona´s Wolke ist in zwei Festigkeiten erhältlich: weich und mittel Bezug: Baumwolle kbA aus Indien/Afrika/Kirgistan. Füllung: Baumwolle kbA aus Tadschikistan und Kirgistan, Naturlatex aus Belgien. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '16 cm', 'Steghöhe': '16 cm', 'Gewicht in kg': '27.0', 'Festigkeit': 'mittel', 'Komfortzonen': '7', 'Belüftungssystem': 'ja'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'ja', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'niedrig', 'Liegeposition': 'Rücken/Bauch/Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'nein', 'Naturlatexmatratze': 'ja'}, 'Zertifizierung': {'Zertifikat': 'Ergonomisch geprüft', 'N/A': 'QUL-zertifiziert'}, 'Besonderheiten': {'Kühle-/warme Seite': 'nein', 'Abnehmbarer Bezug': 'nein'}}"
"Matratze Vielseitige Wolke, GOTS - ""vielseitig in jeder Hinsicht""",,"832,50 €",https://www.grueneerde.com/de/produkte/schlafen/matratzen/matratze-vielseitige-wolke-gots-vielseitig-in-jeder-hinsicht/ge-p-52801.html,"Produktdetails Bequemes Liegen – auf 3 Komfortzonen 3 unterschiedlich elastische Zonen garantieren in allen Liegepositionen eine gute Anpassung der Matratze an die einzelnen Körperpartien. Die 9 saugfähigen, luftdurchlässigen und anpassungsfähigen Schichten aus reinen Naturfasern sowie der Matratzenkerne aus Naturlatex, Kokoslatex und Presskokos bieten eine angenehme Liegehöhe von 19 cm. Winter- und Sommerseite Atmungsaktive und saugfähige Vliese aus Schafschurwolle und Baumwolle garantieren ein stets wohliges, trocken-warmes Schlafklima. Auf der einen Seite der Matratze besteht die oberste (körpernahe) Schicht aus warmer Schafschurwolle, auf der anderen Seite aus „kühlerer“ Baumwolle. Dadurch kann die Vielseitige Wolke je nach Wärmebedürfnis und Jahreszeit beliebig gewendet werden. Eingestreute Zirbenspäne verbreiten einen angenehm-frischen, natürlichen Duft. Strapazierfähiger Matratzenbezug Der sorgfältig genähte, strapazierfähige Bezug aus Baumwoll-Panama ist mit der Füllung durch die ganze Matratze hindurch fest versteppt. Die Vielseitige Wolke ist in zwei Festigkeiten erhältlich: weich und fest Bezug: Baumwolle kbA aus Kirgistan. Füllung: Naturlatex aus Malaysia und Indien, Kokoslatex aus Indien, Schurwolle kbT aus England, Baumwolle kbA aus Tadschikistan, Zirbenspäne aus Österreich. Verarbeitung: Gefertigt in Österreich. GOTS und QUL-zertifiziert.","{'Technische Details': {'Matratzengröße': '90 x 200 cm', 'Liegehöhe': '19 cm', 'Steghöhe': '16,5 cm', 'Gewicht in kg': '26.0', 'Festigkeit': 'weich', 'Komfortzonen': '3', 'Belüftungssystem': 'nein'}, 'N/A': {}, 'Geeignet für': {'Tierhaarallergiker geeignet': 'nein', 'Körperform': 'A Förmig', 'N/A': 'X Förmig', 'Wärmebedürfnis': 'mittel', 'Liegeposition': 'Seite'}, 'Bewertung': {'Körperanpassung': '', 'Druckentlastung': '', 'Schlafklima': '', 'Wärmevermögen': ''}, 'Matratzentyp': {'Naturfasermatratze': 'nein', 'Naturfasermatratzen mit Zonen': 'ja', 'Naturlatexmatratze': 'nein'}, 'Zertifizierung': {'Zertifikat': 'Ergonomisch geprüft', 'N/A': 'QUL-zertifiziert'}, 'Besonderheiten': {'Kühle-/warme Seite': 'ja', 'Duft': 'Lavendel', 'Abnehmbarer Bezug': 'nein'}}"
